event,horizon,dispersion_regime,pair,event_count,mean_forward_return,median_forward_return,standard_error,t_statistic,directional_probability,p25,p50,p75
fvg_up,8,not_applicable,CADJPY,11667,0.023176500649453237,-0.0125189294358031,0.02120436048986629,1.0930063493558058,0.4941287391788806,-1.0441440910980884,-0.0125189294358031,1.0264640958549056
fvg_up,8,not_applicable,CHFJPY,10762,-0.05423515708434321,-0.0816406138239657,0.019647794443035143,-2.7603687142384974,0.4730533358111875,-1.0776178358589044,-0.0816406138239657,0.9264395789539458
fvg_up,8,not_applicable,EURAUD,21704,-0.0017530641985955197,-0.06678084884748589,0.01432310899961114,-0.12239411140717521,0.4793586435680059,-1.0760696279901754,-0.06678084884748589,1.0456121471078867
fvg_up,8,not_applicable,EURGBP,10249,-0.03694677459061295,-0.0722554785407551,0.023218542262324116,-1.5912615948575348,0.47848570592252904,-1.05056612922574,-0.0722554785407551,0.9866757667171796
fvg_up,8,not_applicable,EURJPY,11729,-0.027644048417076614,-0.0548023695763921,0.020360139837873034,-1.3577533669810251,0.4819677721885924,-1.0560866910624949,-0.0548023695763921,0.9943526984565422
fvg_up,8,not_applicable,EURUSD,11800,-0.09296935743557543,-0.09252772438353904,0.021965787466908228,-4.232461848938268,0.46940677966101696,-1.1229122901267026,-0.09252772438353904,0.9564056876675071
fvg_up,8,not_applicable,GBPAUD,10672,0.001885248147796821,-0.05976636743285215,0.020561037396233176,0.09169032240280844,0.4816341829085457,-1.0728138893945514,-0.05976636743285215,1.0287404970809826
fvg_up,8,not_applicable,GBPJPY,11579,0.002852320794802669,-0.0253167154483297,0.020222108363734552,0.14104962467305818,0.49140685724155797,-1.0131250539110375,-0.0253167154483297,1.0224810945494789
fvg_up,8,not_applicable,GBPUSD,11929,-0.03590147086427112,-0.0903016177230123,0.022061848575942504,-1.6273101839444282,0.47330036046609103,-1.0918527729125789,-0.0903016177230123,0.9803597137043414
fvg_up,8,not_applicable,NZDUSD,12669,-0.02283422864400589,-0.0617591677429671,0.021281145815031998,-1.072979286100134,0.4799115952324572,-1.1531442524012794,-0.0617591677429671,1.048411872567136
fvg_up,8,not_applicable,USDCAD,12938,0.016058536134266586,-0.015376319333504,0.02077974828547368,0.7727974330416932,0.49242541351058894,-1.1234641587320824,-0.015376319333504,1.132559495102626
fvg_up,8,not_applicable,USDCHF,12447,-0.07071730178064578,-0.0745898781215085,0.031798994682288764,-2.2238848267751536,0.4750542299349241,-1.1205895808339166,-0.0745898781215085,1.0120666934763243
fvg_up,8,not_applicable,USDJPY,12926,0.017650990069063507,-0.040473268915731095,0.022722412867932057,0.7768096712112029,0.48460467275259167,-1.0386454979131563,-0.040473268915731095,1.0559719638050447
ny_open_extreme_down,8,not_applicable,AUDJPY,31738,-0.008466490732578207,0.0,0.011105436151548109,-0.7623735454458463,0.44697208393723614,-0.8932021925576539,0.0,0.9832881792128825
ny_open_extreme_down,8,not_applicable,AUDUSD,37169,-0.008880078944459264,0.0,0.010833175889468935,-0.8197115079698557,0.45309263095590413,-0.9576666775265216,0.0,1.003157332976973
